user_id,birthday,gender
8592,06/06/1993,FEMALE
8617,02/02/1989,MALE
8178,25/12/1995,MALE
1451,08/04/1989,MALE
1670,24/11/1989,MALE
8285,20/08/1994,MALE
5654,01/01/1977,MALE
8679,06/06/1991,MALE
6943,29/05/1994,MALE
7474,23/03/1993,MALE
7995,02/12/1978,MALE
1455,14/12/1985,MALE
8660,05/08/1995,MALE
1362,09/06/1986,MALE
8813,15/06/2000,MALE
2152,06/12/2001,MALE
8918,06/10/1987,MALE
1826,09/10/1988,MALE
8485,08/02/1975,MALE
3134,04/03/1992,MALE
8336,21/02/1992,MALE
371,05/04/1996,MALE
9049,25/10/1994,MALE
129,02/09/1988,MALE
9091,05/02/1998,MALE
9063,12/12/1994,MALE
561,06/10/1992,MALE
2199,22/07/1994,MALE
5083,09/11/1997,MALE
3958,25/08/1981,MALE
6145,05/03/1993,MALE
8822,16/04/1989,MALE
4834,07/02/1989,MALE
9237,05/10/1992,MALE
6618,02/05/1992,MALE
8898,11/03/1990,MALE
5848,09/04/1995,MALE
4945,01/01/1987,MALE
7277,05/06/1980,MALE
5259,19/01/1992,FEMALE
7000,03/08/1996,MALE
2834,05/01/1997,MALE
9445,03/03/1986,MALE
1749,14/03/1983,MALE
9543,10/02/1981,FEMALE
9481,23/10/1984,MALE
618,19/06/1996,MALE
4635,03/01/1987,MALE
6719,03/08/1996,MALE
1555,20/10/1992,MALE
6642,03/12/1994,MALE
9600,02/08/1988,FEMALE
9529,23/10/1979,MALE
9598,24/12/1993,MALE
2637,14/06/1992,MALE
9643,04/08/1995,MALE
9575,01/01/1986,MALE
1233,10/11/1978,MALE
701,10/10/1981,MALE
6093,09/09/1986,MALE
3611,30/09/1992,MALE
9422,06/04/1988,MALE
9767,26/06/1992,MALE
9449,03/05/1972,MALE
8986,15/04/1995,MALE
6944,13/08/2001,MALE
8565,12/04/1996,MALE
5636,15/09/1978,MALE
7429,21/02/1987,MALE
9703,07/01/1999,MALE
9426,30/04/1992,MALE
9881,17/04/1984,MALE
433,18/02/1979,MALE
9986,03/04/1988,MALE
2748,27/12/1992,MALE
9974,23/09/1986,MALE
6387,02/04/1995,MALE
9999,18/09/1992,MALE
3706,25/09/1996,MALE
10036,22/04/1988,MALE
6153,02/11/1994,MALE
7088,14/10/1992,MALE
2001,14/08/1998,MALE
162,15/03/1987,MALE
9504,03/02/1996,MALE
8220,14/07/1985,MALE
8416,28/03/1994,MALE
9815,11/04/1975,MALE
5544,01/03/1977,MALE
5639,16/04/1993,MALE
7559,24/01/1982,MALE
9756,21/04/1972,FEMALE
8570,15/04/1987,MALE
8657,06/09/1983,MALE
448,15/02/1978,MALE
9816,25/04/1975,MALE
4179,12/12/1991,MALE
10087,10/04/1978,FEMALE
1137,01/03/1990,MALE
914,20/07/1986,MALE
3226,20/02/1978,MALE
146,13/03/2000,MALE
7763,06/07/1983,MALE
3510,17/12/1997,MALE
10186,20/05/1981,MALE
1274,02/01/1988,MALE
10154,25/08/1977,MALE
9245,05/01/1990,MALE
10271,19/08/1993,MALE
4993,01/01/1988,MALE
10269,20/01/2000,MALE
442,13/10/1976,MALE
3804,27/02/1988,MALE
1001,10/12/1995,MALE
10262,17/05/1986,MALE
10485,02/04/2000,MALE
8803,18/07/1997,MALE
8500,05/05/1996,MALE
10146,16/12/1986,MALE
9857,05/11/1979,MALE
7496,06/04/1986,MALE
2942,04/10/1997,MALE
1273,11/04/1995,MALE
9873,22/03/1993,MALE
9749,18/10/1989,MALE
5364,04/08/1996,MALE
10296,11/05/2000,MALE
7308,15/08/1984,MALE
6111,01/03/1988,MALE
7653,06/02/1981,MALE
9058,01/08/1990,MALE
7202,26/12/1986,MALE
9596,30/09/1996,MALE
439,01/02/2001,MALE
406,11/06/1989,MALE
5764,12/07/2000,FEMALE
2689,02/09/1987,MALE
2939,28/08/1990,FEMALE
8381,08/12/1979,MALE
10626,10/05/1994,MALE
6640,12/04/1991,MALE
10747,10/01/1988,MALE
10643,01/01/1981,MALE
10782,18/05/1981,MALE
9730,13/08/1986,MALE
10828,08/10/1995,MALE
10513,01/07/1988,MALE
10606,20/01/1989,MALE
6694,25/12/1987,MALE
10837,13/10/1988,MALE
10805,01/01/1984,MALE
8133,27/01/2000,MALE
9992,25/10/1991,MALE
6235,28/08/1990,MALE
10806,06/06/1984,MALE
3606,28/02/1995,MALE
1140,08/02/1989,MALE
10219,01/04/1984,FEMALE
9046,13/12/1993,MALE
8467,17/10/1989,FEMALE
3737,12/01/1998,MALE
9651,26/02/1975,MALE
109,03/04/1994,MALE
11019,21/01/1991,MALE
10882,04/04/1998,MALE
401,22/09/1995,MALE
10611,14/08/1991,MALE
9841,25/11/1999,MALE
9545,14/02/1989,MALE
10686,01/01/1983,MALE
6276,20/04/1994,MALE
11124,06/10/1991,MALE
5987,25/08/1975,MALE
11157,09/06/1985,MALE
7098,10/08/2000,MALE
8830,29/07/1995,MALE
2086,09/07/1979,MALE
11233,01/02/1986,MALE
11231,04/09/1992,MALE
1694,30/09/1987,MALE
3465,28/12/1995,MALE
605,01/01/1991,MALE
5198,01/07/1988,MALE
11414,01/01/1987,MALE
11214,04/08/1989,MALE
9234,05/05/1992,MALE
10215,20/10/1986,MALE
634,15/10/1992,FEMALE
429,09/10/1999,MALE
5723,25/01/1991,FEMALE
10707,27/02/1995,MALE
10941,07/05/1988,MALE
907,06/04/1989,MALE
10104,01/03/1998,MALE
2384,21/05/1977,MALE
1106,16/01/1988,MALE
11306,01/01/1988,MALE
7431,15/03/1997,FEMALE
10359,08/08/1989,MALE
5538,12/03/1995,MALE
6034,06/09/1992,MALE
8353,14/10/2000,MALE
7521,15/04/1992,FEMALE
11589,08/10/1998,MALE
7841,04/05/1983,MALE
11449,13/12/1984,MALE
10384,16/09/1994,MALE
4836,01/11/1988,MALE
8913,12/05/1991,FEMALE
11645,13/11/1994,MALE
11220,25/08/1979,MALE
11094,01/09/1991,MALE
9619,02/01/1990,MALE
11567,15/06/2003,MALE
9776,01/01/1994,MALE
10076,18/09/1993,MALE
2905,01/06/1974,MALE
10680,26/02/1984,MALE
863,29/01/1974,MALE
3061,18/11/1977,MALE
11758,25/12/1987,MALE
3682,08/10/1996,MALE
11876,01/01/1987,MALE
11856,03/11/1982,MALE
10562,20/01/1980,MALE
1269,22/11/1986,MALE
389,08/08/1996,MALE
8649,01/01/1988,MALE
11006,02/09/1985,MALE
11321,26/10/1983,MALE
5080,03/05/1977,MALE
3365,09/11/1991,MALE
9053,20/01/1993,MALE
7937,23/12/1993,MALE
7413,27/07/1988,MALE
11546,28/10/1983,MALE
1520,27/07/1993,MALE
11885,05/04/1989,MALE
10962,31/08/2000,MALE
2607,28/08/1995,MALE
5156,12/02/1998,FEMALE
11507,26/09/1992,MALE
8162,01/10/1999,MALE
10524,01/01/1975,MALE
6957,02/12/1991,MALE
539,01/04/1995,MALE
10868,26/07/1992,MALE
2537,01/01/1997,MALE
11756,07/03/1992,MALE
11195,31/03/1986,MALE
834,17/12/1982,MALE
12084,16/10/1988,MALE
9371,12/08/1990,MALE
3408,01/01/1993,MALE
7350,15/03/1978,MALE
246,01/01/1990,MALE
2313,10/04/1999,MALE
12207,01/07/2001,MALE
11920,07/02/1992,FEMALE
7346,04/04/1981,FEMALE
7505,18/06/2001,MALE
8331,18/01/1987,FEMALE
8352,30/04/1990,MALE
12156,09/08/1984,MALE
4181,02/09/1984,MALE
12190,28/03/1989,MALE
2811,18/08/1999,MALE
12217,25/12/1990,MALE
299,15/05/1994,MALE
12059,16/04/1992,MALE
1081,10/10/1989,MALE
4238,11/02/1992,MALE
1439,10/06/1988,MALE
12199,02/11/1974,MALE
8387,01/06/1989,MALE
4707,25/05/1980,MALE
3085,26/06/1985,MALE
11472,01/04/1994,MALE
12317,12/04/1988,MALE
40,02/09/1984,MALE
715,15/03/1996,MALE
4033,14/09/1985,MALE
4002,05/10/1976,MALE
1468,15/10/1984,MALE
1926,01/01/1978,MALE
11547,06/11/1996,MALE
469,10/06/2001,MALE
2893,01/03/1995,MALE
10872,05/08/1993,MALE
12447,05/05/1993,MALE
3021,04/03/1989,MALE
12226,31/03/1980,MALE
12513,05/11/2000,MALE
3618,16/03/1993,MALE
3862,02/09/1981,MALE
7794,05/07/1987,FEMALE
12459,21/12/1981,MALE
12548,12/06/1991,FEMALE
8748,25/05/1997,MALE
11717,17/03/1995,MALE
9947,17/05/1996,MALE
12637,06/08/1990,MALE
3424,07/07/1978,MALE
171,19/08/1999,MALE
10564,02/02/2001,MALE
11334,12/08/1985,MALE
12617,15/01/1992,MALE
12693,05/08/1981,MALE
12384,16/11/1987,MALE
1082,07/02/1973,FEMALE
8392,12/08/1993,MALE
12077,06/06/1993,MALE
6427,21/03/1990,MALE
12804,02/05/1989,MALE
11903,06/06/1986,MALE
12703,06/03/1996,MALE
4231,04/08/1990,MALE
12107,14/07/1978,MALE
12710,24/06/1994,MALE
11339,22/11/1988,MALE
9468,28/09/1993,MALE
9387,09/10/1987,MALE
12853,31/01/1981,MALE
7817,27/08/1993,MALE
12922,09/04/1991,MALE
10723,20/01/1995,FEMALE
12832,06/10/1987,MALE
12909,22/11/1998,MALE
12063,21/02/1995,MALE
7711,05/11/1981,MALE
12943,24/10/1993,MALE
9023,10/03/1987,FEMALE
1864,13/05/1975,MALE
1810,05/03/1997,MALE
14501,22/11/1985,MALE
17412,12/02/1992,MALE
15238,18/12/1987,MALE
15762,21/01/1973,MALE
15479,17/10/1993,MALE
14545,17/06/1990,MALE
1147,19/03/1991,FEMALE
13126,16/07/1996,MALE
6673,05/12/1991,MALE
14375,29/04/1997,MALE
8698,17/01/1992,MALE
13627,08/04/1996,MALE
13330,01/12/1999,MALE
14920,16/11/1996,MALE
11327,21/08/1985,MALE
3645,01/01/1986,MALE
13560,02/04/1991,MALE
13370,29/04/1972,MALE
13039,01/12/1989,MALE
16552,20/12/1999,MALE
9746,01/01/1984,MALE
16491,09/11/1995,MALE
4089,23/11/1994,MALE
18042,10/09/1988,MALE
4025,17/04/1991,MALE
2108,12/08/1990,MALE
13059,06/02/1981,MALE
12744,15/06/1986,MALE
13660,29/05/1996,FEMALE
18089,01/04/1975,MALE
17328,11/05/1988,MALE
16644,20/07/1991,MALE
8020,16/11/2000,MALE
14899,15/12/1986,MALE
10930,20/07/1988,MALE
2926,20/02/1993,MALE
17265,01/06/1987,MALE
14073,25/01/1996,MALE
8666,15/12/1987,MALE
14800,16/08/1984,FEMALE
4974,21/10/1987,MALE
12976,05/10/2000,MALE
13119,30/07/1990,MALE
13337,06/09/1995,MALE
10915,07/09/1995,MALE
18239,31/01/1984,MALE
10557,04/09/1991,MALE
13634,22/04/1987,MALE
8665,02/04/1993,MALE
14930,03/06/1994,MALE
14877,18/09/1991,MALE
16517,04/05/1998,MALE
15161,31/08/1991,MALE
13635,27/12/1986,MALE
11836,01/04/1984,MALE
13400,21/03/2000,MALE
17382,02/04/1989,MALE
15867,01/03/1996,MALE
4004,01/05/1973,MALE
14300,15/04/1989,MALE
15496,09/10/1997,MALE
13763,02/10/1984,MALE
15678,13/05/1995,MALE
9701,11/12/1981,MALE
13636,26/04/1984,MALE
13099,19/09/1984,MALE
16647,23/12/1995,MALE
16707,28/04/1998,MALE
13122,20/10/1980,MALE
1338,18/08/1997,MALE
124,01/08/1987,MALE
1434,01/01/1987,MALE
17596,10/06/1986,MALE
11777,08/10/1983,MALE
17941,01/05/1986,FEMALE
14379,01/06/1988,MALE
15331,03/05/2000,MALE
14848,25/04/1990,MALE
11638,10/01/1990,MALE
17325,01/01/1995,MALE
17930,21/01/1988,MALE
7627,08/09/1980,MALE
13841,21/08/1986,MALE
17418,17/12/1982,MALE
18387,07/06/1987,MALE
12873,26/01/1991,MALE
16278,19/08/1982,MALE
14431,13/10/1990,MALE
18443,15/04/1995,MALE
626,05/06/1990,MALE
18267,07/01/1989,MALE
9351,24/04/1989,MALE
13695,01/03/1987,MALE
15810,20/11/1994,MALE
8470,31/07/1997,MALE
10484,11/01/1990,MALE
13150,11/10/1988,MALE
15467,26/10/1984,MALE
14349,09/10/1994,MALE
18358,25/02/1984,MALE
13118,31/07/1979,MALE
4074,02/06/2001,MALE
17477,04/06/1992,MALE
17811,03/06/1982,MALE
14621,19/03/2000,FEMALE
11328,10/03/1980,MALE
7771,25/02/1997,MALE
3493,13/02/1977,MALE
12213,30/07/1986,MALE
17556,19/12/1985,FEMALE
14985,16/01/1990,MALE
15339,01/01/2000,MALE
7588,01/08/1989,MALE
17533,01/01/1986,MALE
9920,15/07/1991,MALE
17189,12/11/1971,MALE
14710,20/03/1984,MALE
14804,01/10/1985,MALE
14957,22/05/1985,MALE
13698,29/03/1993,MALE
5704,07/05/1990,MALE
1869,24/06/2003,MALE
7511,19/06/1986,MALE
8294,01/09/1985,MALE
14780,10/01/1988,MALE
4370,14/08/2003,MALE
8737,14/07/1990,MALE
10126,26/07/1998,MALE
14572,16/09/1975,MALE
13789,25/03/1975,MALE
12997,01/01/1981,MALE
16898,18/10/1991,MALE
17356,28/05/1994,MALE
16370,06/03/2003,MALE
17403,25/03/1992,MALE
18491,29/11/1983,MALE
18111,18/10/1987,MALE
12712,01/03/1979,MALE
17774,11/11/1988,MALE
16137,21/09/1988,MALE
18200,07/09/1989,MALE
18645,14/06/1989,MALE
12828,16/07/1992,FEMALE
17806,28/03/1996,MALE
10378,30/03/2002,MALE
14881,10/10/2002,MALE
8792,10/10/1993,MALE
13543,23/01/1991,MALE
8525,12/04/1996,MALE
17544,01/01/1972,MALE
14978,09/07/1981,MALE
13291,24/05/1996,MALE
17657,26/08/1996,MALE
17566,05/02/1998,MALE
13380,09/09/1998,MALE
14188,07/11/1985,MALE
17740,28/08/1979,MALE
18755,15/11/1978,MALE
18800,13/12/1987,MALE
14162,01/08/2000,MALE
5754,03/12/1979,MALE
15065,24/05/1984,MALE
13644,01/04/1997,MALE
17220,30/03/1993,MALE
7571,23/03/1991,MALE
16200,14/03/1988,FEMALE
4675,31/05/1989,MALE
13954,06/08/1993,MALE
5692,04/08/1992,MALE
18694,09/07/1977,MALE
15848,06/07/1987,MALE
14179,05/09/1980,FEMALE
15280,14/12/1991,MALE
17154,13/10/1990,MALE
15889,13/01/1985,MALE
14422,27/08/1994,MALE
16921,23/01/1995,MALE
13631,21/10/1996,MALE
16387,01/09/1989,MALE
17280,12/04/1986,MALE
806,02/10/1994,MALE
17591,04/05/1978,MALE
18760,01/06/1984,MALE
6901,01/01/1990,MALE
16229,10/03/1982,MALE
18777,05/08/1992,FEMALE
18728,28/10/1988,MALE
591,04/02/1998,FEMALE
16282,31/10/1993,MALE
16201,29/10/1991,MALE
9923,11/12/1994,MALE
17838,04/04/1989,MALE
3044,16/03/1989,MALE
18927,01/05/1993,FEMALE
17473,20/04/1980,MALE
16346,15/12/1991,MALE
168,02/02/1990,MALE
18130,25/05/1976,MALE
9398,21/12/1992,MALE
15846,14/07/1990,MALE
9554,01/10/1995,FEMALE
7954,03/04/1985,MALE
16083,30/05/1985,MALE
10300,09/03/1996,MALE
13038,15/03/1994,MALE
1662,12/03/1983,FEMALE
13185,15/05/1981,MALE
14556,05/06/1992,MALE
17942,31/03/1985,MALE
12650,14/08/1987,MALE
16795,05/06/1978,MALE
13459,05/05/1992,MALE
19079,05/04/1980,MALE
18783,01/11/1983,MALE
7962,27/08/1990,MALE
16910,03/03/1992,FEMALE
19073,16/09/1982,MALE
19112,12/04/1987,FEMALE
14506,01/01/1988,MALE
2162,15/05/1981,MALE
13913,06/04/1972,MALE
